original_index,stemmed,clean_final
21299,"['download', 'alami', 'stuck', 'loading', 'masuk']",download alami stuck loading masuk
21300,"['jahat', 'bener', 'mentang', 'mentang', 'hoki', 'mulu', 'genshin']",jahat bener mentang mentang hoki mulu genshin
21301,"['turn', 'base', 'rpg', 'baik', 'waifu', 'cantik', 'storynya', 'mihoyo', 'kaleng', 'kaleng']",turn base rpg baik waifu cantik storynya mihoyo kaleng kaleng
21302,"['gimme', 'gepard', 'rn']",gimme gepard rn
21303,"['senang', 'suka', 'rpg']",senang suka rpg
21304,"['login', 'eror', 'login']",login eror login
21305,"['seiyu', 'characternya', 'suka']",seiyu characternya suka
21306,"['bug', 'karakter', 'bug', 'masuk', 'kereta']",bug karakter bug masuk kereta
21307,"['halo', 'kembang', 'gacha', 'banner', 'standar', 'gepard', 'cek', 'karakter', 'sungguh', 'kecewa']",halo kembang gacha banner standar gepard cek karakter sungguh kecewa
21308,['lag'],lag
21309,"['force', 'close', 'download', 'data', 'lancar', 'lancar', 'masuk', 'force', 'close', 'baik']",force close download data lancar lancar masuk force close baik
21310,"['perfect', 'story']",perfect story
21311,[],
21312,['babi'],babi
21313,"['storynya', 'asa', 'nonton', 'anime', 'saran', 'hsr', 'device', 'gb', 'ram']",storynya asa nonton anime saran hsr device gb ram
21314,"['turn', 'base', 'rpg', 'baik', 'main', 'karakter', 'design', 'world', 'manja', 'mata', 'update']",turn base rpg baik main karakter design world manja mata update
21315,"['rating', 'ssss']",rating ssss
21316,[],
21317,[],
21318,"['unutk', 'developer', 'login', 'buka', 'aplikasi', 'blacksreen', 'erti']",unutk developer login buka aplikasi blacksreen erti
21319,[],
21320,"['mash', 'bbrpa', 'bug', 'open', 'world', 'moga', 'update', 'depan']",mash bbrpa bug open world moga update depan
21321,"['bosan', 'alur', 'cerita', 'main', 'nikmat', 'temu', 'seru', 'main']",bosan alur cerita main nikmat temu seru main
21322,"['story', 'karakter', 'dll', 'sinyal', 'turn', 'based']",story karakter dll sinyal turn based
21323,[],
21324,"['ubah', 'kualitas', 'grafik', 'warna', 'putih', 'bug', 'baik']",ubah kualitas grafik warna putih bug baik
21325,"['hpku', 'kuat']",hpku kuat
21326,"['hard', 'gacha', 'b']",hard gacha b
21327,"['error', 'baik', 'gagal']",error baik gagal
21328,"['gachanya', 'susah', 'hero', 'emas', 'x', 'gacha', 'hero', 'emas', 'itu']",gachanya susah hero emas x gacha hero emas itu
21329,[],
21330,"['gacha', 'ampas', 'bgsd', 'pity', 'kalah', 'rate', 'rate', 'pity', 'pecah', 'knntol']",gacha ampas bgsd pity kalah rate rate pity pecah knntol
21331,[],
21332,"['muncul', 'layar', 'hitam', 'android']",muncul layar hitam android
21333,"['hallo', 'b', 'tidk', 'bos', 'grafick', 'manja', 'mata', 'puas', 'honkai', 'strail', 'moga', 'karya', 'bnyak', 'terimakasi']",hallo b tidk bos grafick manja mata puas honkai strail moga karya bnyak terimakasi
21334,"['genshin', 'cok']",genshin cok
21335,"['hibur', 'dn', 'gemar', 'rpg', 'buat', 'mihoyo', 'karakter', 'waifuable', 'persis', 'anime', 'alur', 'cerita', 'dalam', 'dn', 'hubung', 'hi', 'latar', 'musik', 'grafik', 'indah', 'battle', 'musik', 'ganti', 'saran', 'cutscene', 'banyak', 'paham', 'alur', 'cerita', 'bosan', 'sulit', 'normal', 'org', 'maininnya', 'ttp', 'teliti', 'battle']",hibur dn gemar rpg buat mihoyo karakter waifuable persis anime alur cerita dalam dn hubung hi latar musik grafik indah battle musik ganti saran cutscene banyak paham alur cerita bosan sulit normal org maininnya ttp teliti battle
21336,"['sistem', 'pity', 'akun', 'busuk']",sistem pity akun busuk
21337,[],
21338,"['gin', 'suka', 'baik', 'tambah', 'fitur', 'duduk', 'kursi']",gin suka baik tambah fitur duduk kursi
21339,"['turn', 'base', 'bosan']",turn base bosan
21340,"['sinyal', 'dukung']",sinyal dukung
21341,[],
21342,['peak'],peak
21343,"['eror', 'masuk', 'login', 'dalam', 'masuk', 'merestart', 'ulang', 'kereta', 'screen', 'loading', 'merespon', 'wifi', 'data', 'seluler', 'lancar', 'masuk', 'genshin']",eror masuk login dalam masuk merestart ulang kereta screen loading merespon wifi data seluler lancar masuk genshin
21344,"['jalan', 'enak']",jalan enak
21345,[],
21346,['ntab'],ntab
21347,"['servernya', 'tingkat', 'ping', 'ngaruh']",servernya tingkat ping ngaruh
21348,"['gimmm', 'cinaaa']",gimmm cinaaa
21349,"['kurang', 'data', 'download', 'sisa']",kurang data download sisa
21350,"['nostalgia', 'main']",nostalgia main
21351,"['login', 'error', 'tambah', 'background', 'download', 'fix', 'bug', 'login', 'error']",login error tambah background download fix bug login error
21352,"['cakep', 'genshin', 'pindah', 'kesini', 'suka', 'ngerasa', 'aneh', 'gabisa', 'lompat', 'gaya', 'gin', 'story', 'cakep', 'desain', 'char', 'grafik', 'gitu', 'gitu', 'hehe', 'anw', 'hoyo', 'yanqing', 'give']",cakep genshin pindah kesini suka ngerasa aneh gabisa lompat gaya gin story cakep desain char grafik gitu gitu hehe anw hoyo yanqing give
21353,"['sinyal', 'buruk']",sinyal buruk
21354,[],
21355,"['genshin', 'grafik', 'rendah', 'itu', 'ngelag', 'dikit', 'nikmatin', 'visual', 'cuy', 'genshin', 'eksplorasi', 'map', 'susah', 'mudah', 'mudah', 'map', 'turn', 'based', 'serun', 'karakter', 'gratis', 'op', 'cuy', 'bilang', 'loncat', 'tanya', 'loncat', 'mana', 'njir']",genshin grafik rendah itu ngelag dikit nikmatin visual cuy genshin eksplorasi map susah mudah mudah map turn based serun karakter gratis op cuy bilang loncat tanya loncat mana njir
21356,['ever'],ever
21357,['masuk'],masuk
21358,['muas'],muas
21359,"['fix', 'ping', 'merah', 'mulu', 'krna', 'bkin', 'cepet', 'panas']",fix ping merah mulu krna bkin cepet panas
21360,"['luar', 'ekspektasi']",luar ekspektasi
21361,"['cuman', 'stuck', 'misi', 'lari', 'ngelawan', 'bos', 'bronya', 'bos', 'susah', 'bener', 'ulang', 'mati', 'bos']",cuman stuck misi lari ngelawan bos bronya bos susah bener ulang mati bos
21362,['ps'],ps
21363,[],
21364,"['sumpah', 'bug', 'loading', 'screen', 'ganggu', 'bener', 'masuk', 'gimana', 'halang', 'loading', 'screen', 'suara', 'jalan', 'mukul', 'buka', 'event', 'pencet', 'bener', 'loading', 'screen', 'hunt', 'erudation', 'gitu']",sumpah bug loading screen ganggu bener masuk gimana halang loading screen suara jalan mukul buka event pencet bener loading screen hunt erudation gitu
21365,['cool'],cool
21366,"['system', 'peta', 'ubah', 'pusing', 'system', 'peta', 'musuh', 'buff', 'serang', 'kuat', 'ubah', 'biar', 'nyaman']",system peta ubah pusing system peta musuh buff serang kuat ubah biar nyaman
21367,['boonk'],boonk
21368,"['turn', 'base', 'cerita', 'males', 'baca', 'kesan', 'ngebosenin', 'bangat']",turn base cerita males baca kesan ngebosenin bangat
21369,"['gacha', 'ampas', 'taik']",gacha ampas taik
21370,"['suka', 'rpg', 'turn', 'base']",suka rpg turn base
21371,['cool'],cool
21372,"['tambah', 'fitur', 'hapus', 'data', 'cerita', 'pakai', 'kaya', 'genshin', 'size']",tambah fitur hapus data cerita pakai kaya genshin size
21373,"['grafik', 'story', 'kadang', 'suka', 'login', 'kaya', 'eror']",grafik story kadang suka login kaya eror
21374,"['jelk', 'ge', 'ilang']",jelk ge ilang
21375,"['saran', 'banyak', 'karakterny', 'buat', 'pokok', 'ad', 'ngecewain', 'tp', 'genshin', 'sallalu', 'hati']",saran banyak karakterny buat pokok ad ngecewain tp genshin sallalu hati
21376,"['bangke', 'download', 'ulang', 'bangke']",bangke download ulang bangke
21377,['mantul'],mantul
21378,"['fitur', 'lock', 'enemy', 'auto']",fitur lock enemy auto
21379,"['manteplah', 'pokok']",manteplah pokok
21380,['laiks'],laiks
21381,"['suggest', 'add', 'chat', 'ingame', 'player', 'player', 'join', 'world', 'getting', 'bored', 'quest', 'already', 'finished']",suggest add chat ingame player player join world getting bored quest already finished
21382,[],
21383,"['overall', 'grafik', 'skrg', 'ngestuck', 'storynya', 'habis', 'update', 'cepat', 'storynya']",overall grafik skrg ngestuck storynya habis update cepat storynya
21384,"['ku', 'suka', 'banyak', 'combo']",ku suka banyak combo
21385,[],
21386,"['antem', 'ganti', 'ganti']",antem ganti ganti
21387,"['grafik', 'mata', 'segar', 'karakter', 'designnya', 'cutscene', 'kadang', 'lag', 'grafik', 'rendah', 'ywdh', 'tinggal', 'tambah', 'karakter']",grafik mata segar karakter designnya cutscene kadang lag grafik rendah ywdh tinggal tambah karakter
21388,[],
21389,[],
21390,[],
21391,"['gacha', 'ampas', 'kali', 'gacha', 'sampah']",gacha ampas kali gacha sampah
21392,['bgus'],bgus
21393,"['sumpah', 'boros', 'kouta', 'jam', 'uda', 'abis', 'gb', 'baik', 'biar', 'awet', 'kouta', 'kaya', 'genshin']",sumpah boros kouta jam uda abis gb baik biar awet kouta kaya genshin
21394,[],
21395,[],
21396,"['puas', 'saran', 'hoyovers', 'manambahkan', 'skin', 'map', 'hutan', 'map', 'laut', 'saran']",puas saran hoyovers manambahkan skin map hutan map laut saran
21397,[],
21398,"['sorry', 'forgot', 'rate', 'amazing', 'usual', 'mihoyo']",sorry forgot rate amazing usual mihoyo
21399,"['wuaaaangyyyy', 'huha', 'huhaaaa']",wuaaaangyyyy huha huhaaaa
21400,"['kafka', 'bang']",kafka bang
21401,['gila'],gila
21402,"['bukain', 'fitur', 'pvp']",bukain fitur pvp
21403,"['suka', 'tema', 'rpg', 'explore', 'jadi', 'sukses']",suka tema rpg explore jadi sukses
21404,"['asikk', 'banyak', 'character', 'cowok', 'uwu']",asikk banyak character cowok uwu
21405,"['susah', 'gacha', 'rate', 'karakter', 'bintang', 'besar', 'gacha', 'muncul', 'karakter', 'bintang', 'kembar', 'kali', 'kali']",susah gacha rate karakter bintang besar gacha muncul karakter bintang kembar kali kali
21406,"['halo', 'hoyovers', 'suka', 'gamemu', 'fan', 'art', 'buat', 'fans', 'segi', 'gambar', 'main', 'buat', 'honkai', 'impact', 'genshin', 'impact', 'honkai', 'star', 'rail', 'oh', 'retting', 'tangap', 'keluh', 'hsr', 'cutsen', 'baik', 'genshin', 'genshin', 'muncul', 'cutsen', 'patah', 'diam', 'hsr', 'tuh', 'patah']",halo hoyovers suka gamemu fan art buat fans segi gambar main buat honkai impact genshin impact honkai star rail oh retting tangap keluh hsr cutsen baik genshin genshin muncul cutsen patah diam hsr tuh patah
21407,"['tingyun', 'wangy']",tingyun wangy
21408,[],
21409,"['santai', 'masoh', 'tembok', 'tranparantnya', 'moga', 'next', 'update', 'explore']",santai masoh tembok tranparantnya moga next update explore
21410,"['turn', 'base', 'baik']",turn base baik
21411,"['garfik', 'sound', 'karakter', 'berapa', 'pikir', 'hsr', 'kes', 'versi', 'upgrade', 'hi', 'optimalisasi', 'lebih', 'bug', 'jarang', 'nemu', 'cost', 'traiblaze', 'energi', 'cari', 'relic', 'rang', 'masak', 'cost', 'bos', 'weekly', 'lebih', 'rekomendasi']",garfik sound karakter berapa pikir hsr kes versi upgrade hi optimalisasi lebih bug jarang nemu cost traiblaze energi cari relic rang masak cost bos weekly lebih rekomendasi
21412,"['player', 'main', 'bebas', 'genshin', 'impact']",player main bebas genshin impact
21413,"['banyak', 'bansos', 'hoyo']",banyak bansos hoyo
21414,"['yaudah', 'rating']",yaudah rating
21415,"['dar', 'saran', 'buat', 'relic', 'save', 'character', 'biar', 'nyimpen', 'data', 'relic', 'dipake', 'hero', 'ribet', 'tinggal', 'load', 'nge', 'ganti', 'relic', 'char', 'balikin', 'char', 'utama', 'ribet']",dar saran buat relic save character biar nyimpen data relic dipake hero ribet tinggal load nge ganti relic char balikin char utama ribet
21416,"['harap', 'map', 'open', 'world']",harap map open world
21417,['bronyaaaa'],bronyaaaa
21418,[],
21419,"['kurang', 'lawan', 'bos', 'cocolia', 'adegan', 'cerita', 'kadang', 'suka', 'nge', 'frame', 'main', 'lancar', 'baik', 'ram', 'nge', 'frame']",kurang lawan bos cocolia adegan cerita kadang suka nge frame main lancar baik ram nge frame
21420,"['mode', 'co', 'op', 'multiplyer', 'gabisa', 'mabar']",mode co op multiplyer gabisa mabar
21421,"['fitur', 'gameplaynya', 'ngebosenin', 'dimainin', 'jam', 'jam', 'nostalgia', 'rpg', 'jaman']",fitur gameplaynya ngebosenin dimainin jam jam nostalgia rpg jaman
21422,"['rulu', 'wa', 'yaburu', 'tame', 'aru']",rulu wa yaburu tame aru
21423,[],
21424,"['rate', 'gacha', 'ampas', 'reward', 'pelit']",rate gacha ampas reward pelit
21425,[],
21426,[],
21427,"['honkai', 'start', 'rail', 'lumayan', 'cocok', 'lengkap', 'kesuali', 'orang', 'dunia']",honkai start rail lumayan cocok lengkap kesuali orang dunia
21428,"['serang', 'karakter']",serang karakter
21429,"['need', 'better', 'daily', 'login', 'rewards']",need better daily login rewards
21430,"['gim', 'baguzzz']",gim baguzzz
21431,"['download', 'data', 'ad', 'kendala', 'download', 'fore', 'close', 'memori', 'mas', 'masuk', 'honkai', 'star', 'rail', 'ngelag', 'gtw', 'jaring', 'ato', 'sbgnya', 'developer', 'optimal']",download data ad kendala download fore close memori mas masuk honkai star rail ngelag gtw jaring ato sbgnya developer optimal
21432,"['ngabisin', 'data', 'mainin', 'eror', 'mulu', 'jaring', 'mending', 'unduh', 'baik', 'main']",ngabisin data mainin eror mulu jaring mending unduh baik main
21433,"['senang', 'milik', 'unsur', 'gabung']",senang milik unsur gabung
21434,"['story', 'okayy', 'design', 'charakter', 'voice', 'charakter', 'soundtrack', 'enak', 'enak', 'mihoyo', 'kembali', 'dahulu', 'houkai', 'gakuen', 'bener', 'bener', 'ken', 'ber', 'nostalgia', 'pertama', 'mihoyo', 'semenjak', 'tutup']",story okayy design charakter voice charakter soundtrack enak enak mihoyo kembali dahulu houkai gakuen bener bener ken ber nostalgia pertama mihoyo semenjak tutup
21435,[],
21436,"['tombol', 'skip']",tombol skip
21437,[],
21438,[],
21439,"['fitur', 'battle', 'tambah', 'sedia', 'aksi', 'basic', 'skill', 'ultimate', 'terkadang', 'skill', 'bantu', 'khusus', 'stage', 'player', 'makan', 'isi', 'kuras', 'battle', 'isi', 'makan', 'luar', 'tarung', 'guna', 'luar', 'tarung', 'player', 'tinggal', 'pergi', 'teleport', 'point', 'isi', 'fitur', 'chat', 'teman', 'mihoyo']",fitur battle tambah sedia aksi basic skill ultimate terkadang skill bantu khusus stage player makan isi kuras battle isi makan luar tarung guna luar tarung player tinggal pergi teleport point isi fitur chat teman mihoyo
21440,"['login', 'gimana']",login gimana
21441,[],
21442,"['ngebosenin', 'misi', 'selesai', 'bosan', 'wkwk', 'bingung', 'beath']",ngebosenin misi selesai bosan wkwk bingung beath
21443,"['tapiiiiiiiiiiiiiiiii', 'nge', 'donload', 'sumber', 'data', 'njiiiirrr', 'bintang', 'maap']",tapiiiiiiiiiiiiiiiii nge donload sumber data njiiiirrr bintang maap
21444,"['baik', 'login', 'error', 'hoyovers', 'cuman', 'keluh', 'genshin', 'impact', 'error', 'login', 'mohin', 'baik']",baik login error hoyovers cuman keluh genshin impact error login mohin baik
21445,"['mo', 'naikin', 'relic', 'naikin', 'def', 'napa', 'crit', 'damage', 'crit', 'rate', 'kali', 'kali', 'bosan', 'tau', 'lelah', 'farming', 'genshin', 'hsr', 'hoyovers', 'crit', 'damage', 'crit', 'rate']",mo naikin relic naikin def napa crit damage crit rate kali kali bosan tau lelah farming genshin hsr hoyovers crit damage crit rate
21446,[],
21447,"['cinta', 'turn', 'base', 'ramah', 'player', 'f', 'p', 'cuman', 'tau', 'depan', 'gimana']",cinta turn base ramah player f p cuman tau depan gimana
21448,"['ever', 'even', 'better', 'genshin', 'impact']",ever even better genshin impact
21449,['ngehek'],ngehek
21450,"['bug', 'nyangkut', 'parah', 'misi', 'undang', 'duga', 'lvl', 'hapus', 'data', 'nyangkut']",bug nyangkut parah misi undang duga lvl hapus data nyangkut
21451,"['tailah', 'pc', 'login', 'error', 'mulu', 'lawan', 'bos', 'darah', 'dikit', 'server', 'error']",tailah pc login error mulu lawan bos darah dikit server error
21452,[],
21453,"['segi', 'grafik', 'alur', 'lucu', 'player', 'bingung', 'lompat', 'co', 'op', 'wkwkwk', 'hoyovers', 'playernya', 'harap', 'co', 'op', 'tuh', 'next', 'update', 'rpg', 'turn', 'base', 'lihat', 'sempurna', 'kurang', 'erti', 'maksud', 'hoyovers']",segi grafik alur lucu player bingung lompat co op wkwkwk hoyovers playernya harap co op tuh next update rpg turn base lihat sempurna kurang erti maksud hoyovers
21454,"['stuck', 'loading', 'menu', 'option', 'even', 'login', 'start']",stuck loading menu option even login start
21455,"['buruk', 'ram', 'giga', 'panas', 'lewat']",buruk ram giga panas lewat
21456,"['cocok', 'kentang']",cocok kentang
21457,"['login', 'reconecction']",login reconecction
21458,['mantappss'],mantappss
21459,"['dwonload', 'data', 'tau', 'login', 'gagal', 'dipake', 'aman', 'genshin', 'impact']",dwonload data tau login gagal dipake aman genshin impact
21460,"['dikit', 'dikit', 'bug']",dikit dikit bug
21461,"['mntb', 'pokok']",mntb pokok
21462,"['suka', 'desain', 'char', 'suka', 'desain', 'world', 'sayang', 'banyak', 'quest', 'isi', 'questnya', 'boring', 'mending', 'maen']",suka desain char suka desain world sayang banyak quest isi questnya boring mending maen
21463,[],
21464,"['pelit', 'segi', 'grafik', 'karakter', 'cakep', 'cakep', 'teka', 'teki', 'mudah', 'erti', 'battle', 'bebas', 'tuju', 'karakter', 'utama', 'paham', 'lewat', 'dialog', 'sisa', 'erti', 'oh', 'stellar', 'jade', 'mudah', 'dapat', 'pela']",pelit segi grafik karakter cakep cakep teka teki mudah erti battle bebas tuju karakter utama paham lewat dialog sisa erti oh stellar jade mudah dapat pela
21465,"['semua', 'aspek', 'performa', 'makan', 'baterai']",semua aspek performa makan baterai
21466,"['nikmat', 'buat', 'hsr', 'main', 'grinding', 'relic']",nikmat buat hsr main grinding relic
21467,[],
21468,['enough'],enough
21469,"['harap', 'baik', 'jaring', 'malas', 'maen', 'masuk']",harap baik jaring malas maen masuk
21470,"['cuy', 'gacha', 'hoyopers', 'ampas', 'mulu', 'butuh', 'juang', 'super', 'ektra', 'susah']",cuy gacha hoyopers ampas mulu butuh juang super ektra susah
21471,"['komen', 'gabisa', 'loncat', 'turn', 'base', 'loncat', 'biasa', 'toram', 'online', 'loncat', 'open', 'world']",komen gabisa loncat turn base loncat biasa toram online loncat open world
21472,[],
21473,"['cari', 'cari', 'cocok', 'orang', 'suka']",cari cari cocok orang suka
21474,['komen'],komen
21475,"['porno', 'kont']",porno kont
21476,"['tt', 'badag', 'suka', 'garena']",tt badag suka garena
21477,['lumayan'],lumayan
21478,"['seele', 'wangi']",seele wangi
21479,[],
21480,[],
21481,"['ken', 'memori', 'internal']",ken memori internal
21482,"['naikin', 'bintang', 'maju', 'sistem', 'lancar', 'main', 'spek', 'entry', 'level', 'lancar', 'main', 'server', 'tw', 'sinyal', 'lot', 'jaring', 'terkadang', 'merah', 'imbang', 'kadang', 'lancar', 'kadang', 'lot', 'scene', 'berat', 'jalanin', 'scene', 'story', 'gutu', 'moga', 'sempurna']",naikin bintang maju sistem lancar main spek entry level lancar main server tw sinyal lot jaring terkadang merah imbang kadang lancar kadang lot scene berat jalanin scene story gutu moga sempurna
21483,"['ane', 'cinta', 'heng']",ane cinta heng
21484,"['baik', 'kadang', 'fpsnya', 'stabil']",baik kadang fpsnya stabil
21485,['great'],great
21486,"['masukk', 'error', 'mulu', 'kali', 'kali', 'masuk', 'baik']",masukk error mulu kali kali masuk baik
21487,"['alah', 'burikk']",alah burikk
21488,"['main', 'setia', 'genshin', 'nyobain', 'honkai', 'star', 'rail', 'karakter', 'unik', 'unik']",main setia genshin nyobain honkai star rail karakter unik unik
21489,"['mihoyo', 'hebat', 'turned', 'base', 'kaya', 'gin', 'main', 'pc', 'tetep', 'nostalgia', 'tunggu', 'kembang', 'depan']",mihoyo hebat turned base kaya gin main pc tetep nostalgia tunggu kembang depan
21490,"['bug', 'contoh', 'suara', 'kadang', 'patah', 'cut', 'scene', 'honkai', 'star', 'rail', 'boros', 'kuota', 'moga', 'ad', 'fitur', 'kentang', 'main', 'harap', 'depan', 'b', 'apresiasi']",bug contoh suara kadang patah cut scene honkai star rail boros kuota moga ad fitur kentang main harap depan b apresiasi
21491,[],
21492,[],
21493,"['ever', 'genshin']",ever genshin
21494,"['cocok', 'santa']",cocok santa
21495,"['enak', 'nyaa']",enak nyaa
21496,['unik'],unik
21497,"['ajxosjsnkw', 'ayanf', 'mitsuki', 'march', 'th']",ajxosjsnkw ayanf mitsuki march th
21498,"['gachaku', 'tetep', 'ampas']",gachaku tetep ampas
21499,['muas'],muas
21500,"['masalah', 'servernya']",masalah servernya
21501,"['tipu', 'maling', 'bisa', 'jimplak', 'genshin', 'impact', 'honkai', 'impact', 'konspirasi', 'elit', 'global', 'olah', 'cina', 'bubar', 'cina']",tipu maling bisa jimplak genshin impact honkai impact konspirasi elit global olah cina bubar cina
21502,"['overall', 'kendala', 'kritik', 'teman', 'teman', 'mode', 'mode', 'support', 'pribadi', 'suka', 'mode', 'begitu', 'teman', 'dalam', 'kritik', 'soundnya', 'suka', 'patah', 'patah', 'sinyal']",overall kendala kritik teman teman mode mode support pribadi suka mode begitu teman dalam kritik soundnya suka patah patah sinyal
21503,[],
21504,[],
21505,"['ramah', 'device', 'oppo', 'reno', 'kena', 'bug', 'black', 'screen', 'solusi', 'nih']",ramah device oppo reno kena bug black screen solusi nih
21506,"['luar', 'harap', 'cuy', 'nyangka', 'senang']",luar harap cuy nyangka senang
21507,"['jam', 'normal']",jam normal
21508,"['imma', 'give', 'big', 'respect', 'pulls', 'lol']",imma give big respect pulls lol
21509,"['tantang', 'main', 'santai', 'alur', 'cerita', 'tarik', 'unik']",tantang main santai alur cerita tarik unik
21510,[],
21511,['bad'],bad
21512,"['baik', 'spek', 'rendah', 'suka', 'tambah', 'kualitas', 'grafik', 'rendah', 'bawah', 'tarik', 'sayang', 'orang', 'nikmat']",baik spek rendah suka tambah kualitas grafik rendah bawah tarik sayang orang nikmat
21513,['santai'],santai
21514,['puzzle'],puzzle
21515,"['minim', 'kuota', 'disaranin', 'menit', 'ratus', 'mb', 'mending', 'pake', 'wifi', 'beli', 'paket', 'malam']",minim kuota disaranin menit ratus mb mending pake wifi beli paket malam
21516,"['story', 'lumayan', 'grafik', 'lumayan', 'lhh', 'pokok', 'dehh']",story lumayan grafik lumayan lhh pokok dehh
21517,"['segi', 'plot', 'fresh', 'segi', 'animasi', 'kaku', 'segi', 'mekanik', 'sayang', 'coba', 'open', 'world', 'beliau', 'lupa', 'v', 'waifu', 'goda']",segi plot fresh segi animasi kaku segi mekanik sayang coba open world beliau lupa v waifu goda
21518,[],
21519,['santai'],santai
21520,[],
21521,"['unduh', 'fc', 'mai', 'donlotbaru', 'mnit', 'force', 'close']",unduh fc mai donlotbaru mnit force close
21522,[],
21523,"['oppo', 'f', 'plus', 'biaa', 'tau']",oppo f plus biaa tau
21524,"['gacha', 'ampas', 'wkwk']",gacha ampas wkwk
21525,"['gacha', 'ampas']",gacha ampas
21526,"['karna', 'himeko', 'v']",karna himeko v
21527,[],
21528,[],
21529,"['im', 'stuck', 'train', 'screen', 'cannot', 'give', 'star']",im stuck train screen cannot give star
21530,[],
21531,[],
21532,"['goooooood', 'gemeessssss']",goooooood gemeessssss
21533,"['tualang', 'karakter', 'jajah']",tualang karakter jajah
21534,"['lumayan', 'lha', 'pake', 'rtx', 'serasa', 'real']",lumayan lha pake rtx serasa real
21535,"['bagusss', 'bgtttt']",bagusss bgtttt
21536,"['need', 'cutscene', 'long', 'cutscene', 'need', 'ow', 'hope', 'someday', 'colab', 'naruto', 'kimetsu', 'ehe']",need cutscene long cutscene need ow hope someday colab naruto kimetsu ehe
21537,"['bug', 'lagnya', 'benerin']",bug lagnya benerin
21538,"['turn', 'base', 'tagih']",turn base tagih
21539,"['ringan', 'paksa', 'hapus', 'star', 'honkai', 'star', 'rail', 'suruh', 'akun', 'akun', 'level', 'chart', 'akun', 'hilang']",ringan paksa hapus star honkai star rail suruh akun akun level chart akun hilang
21540,"['stuck', 'misi', 'tantang', 'dr', 'lvl', 'cm', 'misi', 'hari', 'doank']",stuck misi tantang dr lvl cm misi hari doank
21541,"['rendahin', 'pity']",rendahin pity
21542,"['turn', 'base', 'animasi', 'lumayan', 'berat', 'ane']",turn base animasi lumayan berat ane
21543,[],
21544,"['bosan', 'event', 'side', 'quest', 'hidden', 'quest', 'lvl', 'dead', 'butuh', 'interaktive', 'main', 'peppy', 'real', 'time', 'jelas', 'tulis', 'tombol', 'lompat', 'sprint', 'lompat', 'useless', 'lompat']",bosan event side quest hidden quest lvl dead butuh interaktive main peppy real time jelas tulis tombol lompat sprint lompat useless lompat
21545,['kerja'],kerja
21546,"['bintang', 'login', 'bintang']",bintang login bintang
21547,['overall'],overall
21548,"['suka', 'turnbase', 'tp', 'sayang', 'story', 'gabisa', 'skip', 'brutal']",suka turnbase tp sayang story gabisa skip brutal
21549,"['turn', 'base', 'tambah', 'fitur', 'co', 'op', 'chat', 'main', 'teman']",turn base tambah fitur co op chat main teman
21550,['far'],far
21551,['deserved'],deserved
21552,"['selesai', 'download', 'data', 'tulis', 'gagal', 'download', 'data', 'coba', 'login', 'ulang', 'blank', 'hitam', 'masuk', 'masuk', 'area', 'lobby']",selesai download data tulis gagal download data coba login ulang blank hitam masuk masuk area lobby
21553,"['eh', 'bug']",eh bug
21554,"['genre', 'turn', 'base']",genre turn base
21555,"['suka', 'turn', 'based', 'rpg']",suka turn based rpg
21556,[],
21557,"['unlucky', 'genshin']",unlucky genshin
21558,"['mmm', 'storynya', 'design', 'chara', 'tp', 'sayang', 'loncat', 'gabisa', 'coop', 'gabisa', 'gabisa', 'mabar', 'kah', 'sbnrnya', 'gitu', 'tambah', 'fitur', 'donk', 'genshin']",mmm storynya design chara tp sayang loncat gabisa coop gabisa gabisa mabar kah sbnrnya gitu tambah fitur donk genshin
21559,"['animasi', 'manja', 'mata', 'asik', 'grafik', 'lumayan', 'alur', 'cerita', 'gausah', 'asik', 'hoyo', 'wkwkw']",animasi manja mata asik grafik lumayan alur cerita gausah asik hoyo wkwkw
21560,[],
21561,"['puas', 'saran', 'konten', 'minggu', 'player', 'misi', 'selesai', 'main', 'konten', 'sembari', 'tunggu', 'update']",puas saran konten minggu player misi selesai main konten sembari tunggu update
21562,"['art', 'great', 'story', 'many', 'fun', 'komen', 'tolong', 'bedain', 'genre', 'rpg', 'full', 'open', 'world', 'cape', 'kali', 'liat', 'rpg', 'turnbased', 'biar', 'loncat', 'neng', 'loncat', 'alternatif', 'genshin', 'impact', 'kadang', 'frame', 'drop', 'story', 'dll', 'bilang', 'bug', 'devicenya', 'support', 'salahin', 'developer']",art great story many fun komen tolong bedain genre rpg full open world cape kali liat rpg turnbased biar loncat neng loncat alternatif genshin impact kadang frame drop story dll bilang bug devicenya support salahin developer
21563,"['kafka', 'wangy', 'wangy']",kafka wangy wangy
21564,"['yeah', 'want', 'mission', 'aaaaaaaaaaaaaaaaaaaaaaaa']",yeah want mission aaaaaaaaaaaaaaaaaaaaaaaa
21565,"['lagging', 'indonesia', 'wasteful', 'internet', 'hour', 'playing', 'time', 'consumed', 'giga', 'internet', 'fix']",lagging indonesia wasteful internet hour playing time consumed giga internet fix
21566,"['connect', 'pc', 'google', 'account', 'link', 'email', 'said', 'email', 'already', 'exist', 'yeah', 'course', 'exist', 'made', 'expect', 'fictional', 'email']",connect pc google account link email said email already exist yeah course exist made expect fictional email
21567,[],
21568,[],
21569,[],
21570,[],
21571,['wangy'],wangy
